query,plan
Plan a 3-day trip from Chennai to Delhi for 1 person(s) with a budget of ₹18368 starting 2025-08-26.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 5-day trip from Pune to Ahmedabad for 2 person(s) with a budget of ₹25704 starting 2025-08-06.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 2-day trip from Lucknow to Hyderabad for 4 person(s) with a budget of ₹44779 starting 2025-08-10.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 3-day trip from Bengaluru to Pune for 1 person(s) with a budget of ₹17451 starting 2025-08-13.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3:
Plan a 4-day trip from Hyderabad to Chennai for 3 person(s) with a budget of ₹46634 starting 2025-08-29.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 4-day trip from Bengaluru to Jaipur for 3 person(s) with a budget of ₹49768 starting 2025-08-02.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 3-day trip from Kolkata to Mumbai for 1 person(s) with a budget of ₹25501 starting 2025-08-12.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 3-day trip from Jaipur to Chennai for 2 person(s) with a budget of ₹41741 starting 2025-08-18.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 3-day trip from Lucknow to Kolkata for 2 person(s) with a budget of ₹21250 starting 2025-08-07.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple."
Plan a 2-day trip from Hyderabad to Pune for 1 person(s) with a budget of ₹30895 starting 2025-08-25.,Stay at Hotel Pavitra. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 4-day trip from Pune to Jaipur for 3 person(s) with a budget of ₹44850 starting 2025-08-22.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 4-day trip from Delhi to Hyderabad for 2 person(s) with a budget of ₹39238 starting 2025-08-30.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 5-day trip from Lucknow to Delhi for 2 person(s) with a budget of ₹41878 starting 2025-08-18.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 2-day trip from Pune to Lucknow for 1 person(s) with a budget of ₹16700 starting 2025-08-15.,"Stay at HOTEL SHELTER. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2:"
Plan a 2-day trip from Kolkata to Ahmedabad for 4 person(s) with a budget of ₹18202 starting 2025-08-19.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 5-day trip from Chennai to Hyderabad for 4 person(s) with a budget of ₹41317 starting 2025-08-01.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 4-day trip from Lucknow to Delhi for 2 person(s) with a budget of ₹33594 starting 2025-08-12.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 5-day trip from Lucknow to Chennai for 3 person(s) with a budget of ₹46126 starting 2025-08-24.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 4-day trip from Pune to Lucknow for 4 person(s) with a budget of ₹40036 starting 2025-08-07.,"Stay at EXCEL PARADISE INN. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4:"
Plan a 3-day trip from Delhi to Mumbai for 1 person(s) with a budget of ₹13164 starting 2025-08-17.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 2-day trip from Lucknow to Kolkata for 1 person(s) with a budget of ₹48707 starting 2025-08-20.,"Stay at Breathing Earth. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 4-day trip from Ahmedabad to Chennai for 1 person(s) with a budget of ₹26954 starting 2025-08-25.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 3-day trip from Jaipur to Ahmedabad for 3 person(s) with a budget of ₹32333 starting 2025-08-02.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City."
Plan a 5-day trip from Delhi to Hyderabad for 4 person(s) with a budget of ₹46407 starting 2025-08-20.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 2-day trip from Delhi to Lucknow for 4 person(s) with a budget of ₹24390 starting 2025-08-05.,"Stay at EXCEL PARADISE INN. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2:"
Plan a 5-day trip from Kolkata to Hyderabad for 4 person(s) with a budget of ₹11624 starting 2025-08-10.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Charminar. Day 2: Visit Inorbit Mall Cyberabad, Golconda Fort. Day 3: Visit Qutb Shahi Tombs, Salar Jung Museum. Day 4: Visit Chowmahalla Palace, Hussain Sagar Lake. Day 5: Visit Nehru Zoological Park, Lumbini Park."
Plan a 4-day trip from Bengaluru to Jaipur for 4 person(s) with a budget of ₹39119 starting 2025-08-07.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 4-day trip from Delhi to Mumbai for 1 person(s) with a budget of ₹18353 starting 2025-08-15.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 5-day trip from Chennai to Ahmedabad for 2 person(s) with a budget of ₹28778 starting 2025-08-22.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 3-day trip from Hyderabad to Pune for 3 person(s) with a budget of ₹19616 starting 2025-08-25.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2: Day 3:
Plan a 2-day trip from Lucknow to Mumbai for 4 person(s) with a budget of ₹21132 starting 2025-08-06.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 3-day trip from Lucknow to Delhi for 3 person(s) with a budget of ₹35119 starting 2025-08-24.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 5-day trip from Bengaluru to Kolkata for 3 person(s) with a budget of ₹31447 starting 2025-08-01.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple. Day 4: Visit Science City Kolkata, Marble Palace. Day 5: Visit Alipore Zoological Gardens."
Plan a 4-day trip from Pune to Lucknow for 1 person(s) with a budget of ₹36541 starting 2025-08-05.,"Stay at HOTEL SHELTER. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4:"
Plan a 4-day trip from Chennai to Jaipur for 1 person(s) with a budget of ₹40414 starting 2025-08-12.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 3-day trip from Pune to Delhi for 2 person(s) with a budget of ₹21518 starting 2025-08-14.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 2-day trip from Bengaluru to Delhi for 2 person(s) with a budget of ₹16217 starting 2025-08-29.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb."
Plan a 3-day trip from Ahmedabad to Mumbai for 4 person(s) with a budget of ₹26561 starting 2025-08-21.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 4-day trip from Pune to Mumbai for 3 person(s) with a budget of ₹15001 starting 2025-08-21.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 2-day trip from Delhi to Hyderabad for 4 person(s) with a budget of ₹41606 starting 2025-08-16.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 2-day trip from Kolkata to Delhi for 2 person(s) with a budget of ₹19171 starting 2025-08-05.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb."
Plan a 4-day trip from Mumbai to Chennai for 2 person(s) with a budget of ₹40868 starting 2025-08-09.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 2-day trip from Bengaluru to Jaipur for 4 person(s) with a budget of ₹44670 starting 2025-08-29.,"Stay at TALAI BAGH PALACE. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 3-day trip from Chennai to Mumbai for 1 person(s) with a budget of ₹12004 starting 2025-08-20.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 3-day trip from Mumbai to Ahmedabad for 1 person(s) with a budget of ₹36184 starting 2025-08-27.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City."
Plan a 3-day trip from Hyderabad to Delhi for 1 person(s) with a budget of ₹44856 starting 2025-08-04.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 4-day trip from Chennai to Pune for 1 person(s) with a budget of ₹33998 starting 2025-08-10.,Stay at EMA HOSPITALITY. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4:
Plan a 5-day trip from Delhi to Mumbai for 4 person(s) with a budget of ₹41240 starting 2025-08-29.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 5-day trip from Jaipur to Ahmedabad for 3 person(s) with a budget of ₹25817 starting 2025-08-05.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 5-day trip from Lucknow to Pune for 1 person(s) with a budget of ₹28284 starting 2025-08-30.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 5-day trip from Delhi to Hyderabad for 4 person(s) with a budget of ₹40316 starting 2025-08-03.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 4-day trip from Jaipur to Ahmedabad for 2 person(s) with a budget of ₹20717 starting 2025-08-20.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4:"
Plan a 5-day trip from Pune to Ahmedabad for 2 person(s) with a budget of ₹24266 starting 2025-08-29.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 5-day trip from Bengaluru to Jaipur for 4 person(s) with a budget of ₹44611 starting 2025-08-30.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4: Day 5:"
Plan a 5-day trip from Mumbai to Chennai for 2 person(s) with a budget of ₹49976 starting 2025-08-10.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 2-day trip from Kolkata to Pune for 2 person(s) with a budget of ₹13595 starting 2025-08-26.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 4-day trip from Jaipur to Kolkata for 2 person(s) with a budget of ₹40580 starting 2025-08-19.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple. Day 4: Visit Marble Palace, Science City Kolkata."
Plan a 3-day trip from Pune to Hyderabad for 1 person(s) with a budget of ₹28339 starting 2025-08-04.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 4-day trip from Bengaluru to Chennai for 4 person(s) with a budget of ₹12535 starting 2025-08-12.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 4-day trip from Bengaluru to Ahmedabad for 2 person(s) with a budget of ₹19996 starting 2025-08-14.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4:"
Plan a 2-day trip from Ahmedabad to Kolkata for 4 person(s) with a budget of ₹16788 starting 2025-08-03.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 2-day trip from Lucknow to Delhi for 1 person(s) with a budget of ₹42976 starting 2025-08-10.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb."
Plan a 5-day trip from Bengaluru to Pune for 4 person(s) with a budget of ₹36134 starting 2025-08-24.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 3-day trip from Jaipur to Kolkata for 4 person(s) with a budget of ₹32239 starting 2025-08-06.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple."
Plan a 4-day trip from Lucknow to Hyderabad for 3 person(s) with a budget of ₹21937 starting 2025-08-18.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 2-day trip from Chennai to Mumbai for 3 person(s) with a budget of ₹36049 starting 2025-08-07.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 2-day trip from Jaipur to Hyderabad for 4 person(s) with a budget of ₹12911 starting 2025-08-06.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 3-day trip from Jaipur to Pune for 1 person(s) with a budget of ₹46756 starting 2025-08-26.,Stay at Hotel Pavitra. Day 1: Visit Shaniwar Wada. Day 2: Day 3:
Plan a 2-day trip from Delhi to Ahmedabad for 4 person(s) with a budget of ₹21722 starting 2025-08-29.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 5-day trip from Jaipur to Mumbai for 2 person(s) with a budget of ₹19951 starting 2025-08-09.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 4-day trip from Lucknow to Delhi for 2 person(s) with a budget of ₹40874 starting 2025-08-06.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 5-day trip from Pune to Mumbai for 1 person(s) with a budget of ₹15165 starting 2025-08-04.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Elephanta Caves."
